aX,aY,aZ,gX,gY,gZ
-0.094,-0.608,0.183,-19.592,26.794,0.549
0.114,-0.680,0.124,-22.400,14.709,-9.705
0.238,-0.865,0.161,-20.264,-2.502,-19.226
0.300,-1.010,0.248,-19.165,-15.686,-24.536
0.210,-1.141,0.338,-21.912,-24.231,-22.095
0.107,-1.168,0.435,-25.085,-24.536,-10.193
-0.038,-1.106,0.516,-24.475,-19.470,8.972
-0.105,-0.985,0.526,-23.437,-9.460,29.663
-0.117,-0.873,0.478,-25.574,4.578,38.818
-0.085,-0.765,0.414,-27.100,14.038,35.095
-0.057,-0.707,0.388,-26.123,10.071,22.583
-0.065,-0.716,0.385,-22.766,-2.014,8.911
-0.032,-0.804,0.432,-13.733,-10.254,-0.183
0.004,-0.906,0.518,-0.854,-11.597,-2.563
0.001,-0.992,0.601,7.996,-9.399,2.258
0.015,-1.042,0.639,10.193,-4.272,9.583
0.000,-1.068,0.658,8.728,0.549,15.015
-0.010,-1.071,0.666,4.761,2.747,17.517
-0.013,-1.045,0.649,-1.587,2.808,15.930
-0.031,-0.980,0.611,-7.690,2.319,14.404
-0.017,-0.907,0.553,-9.888,4.456,15.564
0.013,-0.864,0.507,-7.324,6.470,15.930
0.037,-0.872,0.483,-2.136,5.920,13.000
0.059,-0.942,0.496,2.991,3.174,7.935
0.062,-1.001,0.542,6.775,0.244,4.883
0.056,-1.026,0.589,6.897,-0.488,6.714
0.019,-0.996,0.607,1.953,0.305,14.038
-0.035,-0.938,0.591,-5.005,1.526,22.217
-0.073,-0.875,0.558,-10.742,2.808,25.757
-0.082,-0.833,0.521,-14.771,2.686,23.071
-0.050,-0.818,0.493,-16.052,1.526,16.479
-0.011,-0.816,0.475,-14.526,0.427,10.071
0.001,-0.830,0.474,-11.658,-0.977,6.836
0.006,-0.861,0.491,-7.996,-1.587,7.263
-0.000,-0.893,0.520,-5.310,-0.732,10.315
-0.007,-0.884,0.541,-4.395,0.854,13.733
-0.001,-0.878,0.543,-5.737,2.441,16.907
-0.015,-0.872,0.548,-8.606,2.563,19.470
-0.026,-0.856,0.542,-12.085,1.831,20.325
-0.016,-0.858,0.525,-15.503,1.465,19.043
0.004,-0.877,0.498,-17.883,1.221,16.846
0.035,-0.890,0.479,-17.273,1.282,16.052
0.063,-0.905,0.472,-13.977,2.563,17.456
0.089,-0.914,0.467,-10.498,4.028,20.874
0.109,-0.906,0.470,-7.629,5.310,25.146
0.116,-0.897,0.479,-6.775,4.822,27.588
0.107,-0.911,0.485,-8.179,2.136,28.076
0.095,-0.918,0.501,-11.108,-2.136,27.527
0.064,-0.914,0.521,-14.954,-6.592,26.794
0.047,-0.920,0.525,-18.311,-8.240,28.015
0.054,-0.924,0.523,-18.921,-6.470,30.457
0.082,-0.907,0.527,-17.334,-3.235,33.569
0.103,-0.887,0.516,-16.418,-0.671,36.804
0.094,-0.866,0.506,-16.541,-0.183,39.795
0.066,-0.829,0.515,-16.113,-1.465,41.260
0.027,-0.801,0.520,-15.747,-2.747,40.955
-0.008,-0.785,0.531,-15.503,-3.113,39.124
-0.013,-0.773,0.552,-14.587,-2.563,34.119
0.001,-0.772,0.563,-13.489,-0.671,29.358
0.024,-0.786,0.559,-12.512,1.587,27.405
0.053,-0.804,0.552,-10.742,3.418,27.771
0.082,-0.820,0.546,-8.789,5.676,29.602
0.119,-0.858,0.532,-7.751,7.690,31.982
0.169,-0.907,0.523,-8.423,7.324,34.485
0.188,-0.910,0.539,-10.559,4.211,37.354
0.193,-0.866,0.561,-15.076,0.244,39.551
0.158,-0.842,0.564,-22.156,-3.418,40.710
0.142,-0.810,0.563,-26.978,-6.348,38.757
0.126,-0.793,0.553,-28.442,-9.155,33.508
0.117,-0.798,0.556,-27.100,-11.719,28.748
0.113,-0.822,0.574,-22.888,-13.306,26.245
0.104,-0.847,0.600,-17.944,-12.939,26.245
0.093,-0.868,0.618,-13.855,-10.437,28.809
0.099,-0.881,0.637,-11.963,-6.592,32.715
0.120,-0.848,0.669,-12.695,-3.357,34.973
0.122,-0.832,0.665,-16.113,-2.197,34.424
0.119,-0.828,0.652,-21.729,-3.662,32.471
0.125,-0.813,0.644,-25.085,-6.042,27.588
0.134,-0.826,0.627,-27.527,-7.812,21.973
0.156,-0.844,0.618,-28.137,-8.972,19.226
0.157,-0.848,0.622,-26.489,-9.521,19.714
0.170,-0.819,0.637,-23.437,-8.606,23.132
0.162,-0.796,0.642,-20.325,-6.348,27.527
0.150,-0.786,0.647,-18.860,-4.578,31.494
0.156,-0.769,0.657,-17.517,-3.601,33.203
0.146,-0.779,0.667,-18.372,-4.822,32.410
0.120,-0.786,0.679,-20.508,-7.385,31.738
-0.652,1.724,0.707,17.700,-3.784,-42.236
-0.816,1.925,0.765,31.982,-1.648,-54.810
-1.012,2.145,0.825,48.645,2.319,-67.444
-1.247,2.369,0.814,65.125,9.460,-80.627
-1.529,2.594,0.700,79.834,25.146,-93.323
-1.719,2.917,0.514,97.534,51.575,-104.919
-1.898,3.314,0.239,123.352,82.764,-120.728
-2.015,3.547,-0.131,160.217,104.004,-151.123
-2.177,3.396,-0.540,209.534,109.436,-207.642
-2.223,2.867,-0.859,275.818,104.980,-288.818
-2.042,1.919,-1.159,344.238,99.670,-374.512
-1.523,0.571,-1.508,399.353,98.022,-437.866
-0.552,-1.115,-1.793,436.279,87.158,-453.979
-0.052,-1.898,-1.757,443.970,56.702,-400.085
-0.058,-2.192,-1.865,406.494,19.287,-325.134
-0.294,-2.546,-2.276,363.708,-17.761,-279.663
-0.630,-3.051,-2.585,368.164,-52.612,-284.607
-0.858,-3.849,-2.471,419.739,-77.515,-321.960
-0.844,-4.000,-1.844,484.375,-82.825,-367.798
-0.773,-4.000,-0.679,518.738,-79.712,-397.827
-0.656,-4.000,0.953,498.474,-66.833,-393.127
-0.245,-4.000,2.146,412.170,-14.709,-349.060
0.746,-4.000,1.971,270.996,88.745,-247.559
1.742,-3.567,1.005,127.808,200.500,-114.319
2.737,-2.347,-0.057,46.631,261.719,-9.888
2.935,-1.341,-0.570,3.235,222.961,39.978
2.174,-0.865,-0.598,-30.518,92.834,36.621
1.113,-0.816,-0.241,-47.852,-50.476,1.099
0.212,-0.918,0.208,-41.809,-127.380,-34.119
-0.447,-1.068,0.592,-23.987,-125.488,-41.748
-0.642,-1.165,0.869,-4.272,-80.139,-22.278
-0.624,-1.017,0.897,-3.601,-23.926,5.066
-0.527,-0.761,0.674,-18.188,18.921,29.297
-0.305,-0.531,0.450,-24.719,43.030,42.664
0.045,-0.414,0.257,-25.330,42.297,36.560
0.333,-0.486,0.148,-21.851,23.071,6.226
0.530,-0.693,0.165,-11.658,-4.028,-29.175
0.535,-0.867,0.300,-1.526,-28.870,-46.814
0.417,-1.037,0.445,2.747,-42.603,-42.969
0.268,-1.152,0.590,5.493,-44.006,-24.353
0.126,-1.143,0.720,6.470,-34.180,-1.587
0.039,-1.066,0.738,-0.427,-16.907,16.418
0.068,-0.945,0.643,-11.841,-0.427,25.146
0.117,-0.796,0.511,-23.987,7.446,24.292
0.171,-0.641,0.408,-30.151,4.456,18.677
0.199,-0.568,0.373,-26.550,-2.625,11.841
0.205,-0.596,0.409,-14.526,-8.301,5.737
0.185,-0.676,0.507,0.549,-9.827,2.258
0.158,-0.782,0.602,12.268,-7.202,1.831
0.152,-0.851,0.664,16.357,-2.747,4.333
0.148,-0.894,0.685,13.855,0.549,7.935
0.115,-0.887,0.693,6.958,1.465,12.634
0.087,-0.831,0.682,-2.014,1.282,14.832
0.098,-0.794,0.636,-9.644,1.953,12.634
0.148,-0.761,0.582,-12.634,2.686,9.766
0.198,-0.766,0.544,-10.803,3.174,7.935
0.231,-0.791,0.532,-5.371,3.601,7.324
0.229,-0.829,0.557,1.892,3.967,9.399
0.218,-0.839,0.592,5.981,4.456,12.756
0.209,-0.851,0.599,4.517,4.272,16.479
0.160,-0.844,0.608,0.000,1.709,19.836
0.125,-0.828,0.616,-4.211,-1.343,19.775
0.115,-0.820,0.614,-7.996,-2.686,18.005
0.098,-0.816,0.611,-9.827,-2.930,16.907
0.110,-0.800,0.606,-9.949,-1.221,16.479
0.136,-0.790,0.590,-9.521,1.221,16.357
0.155,-0.794,0.571,-8.179,2.625,16.479
0.176,-0.803,0.568,-5.127,2.808,16.479
0.198,-0.837,0.575,-3.479,2.075,17.273
0.193,-0.843,0.594,-4.761,0.610,19.409
0.168,-0.843,0.607,-7.935,-1.282,20.813
0.145,-0.841,0.612,-11.169,-2.625,20.813
0.135,-0.830,0.613,-13.977,-2.197,21.240
0.129,-0.803,0.613,-15.320,-0.305,22.888
0.141,-0.793,0.604,-14.587,2.808,24.780
0.171,-0.795,0.586,-13.672,5.310,25.146
0.210,-0.797,0.571,-12.146,5.737,24.414
0.246,-0.808,0.560,-10.010,4.761,23.499
0.268,-0.842,0.560,-7.080,3.784,23.865
0.311,-0.886,0.573,-4.944,3.235,26.550
0.311,-0.896,0.591,-6.653,2.014,31.006
0.294,-0.887,0.594,-10.864,-0.671,34.485
0.274,-0.873,0.585,-15.015,-3.113,36.438
0.258,-0.846,0.578,-17.822,-3.601,38.757
0.202,-0.778,0.582,-18.372,-2.930,41.443
0.135,-0.687,0.577,-19.897,-1.709,44.067
0.085,-0.632,0.558,-20.386,-0.977,44.373
0.073,-0.618,0.551,-17.578,-0.183,40.466
0.095,-0.622,0.567,-13.000,0.732,32.227
0.139,-0.642,0.577,-8.118,2.258,22.400
0.249,-0.760,0.571,-4.333,3.784,16.235
0.293,-0.812,0.611,-4.517,1.648,18.982
0.269,-0.810,0.652,-8.911,-2.869,27.466
0.235,-0.808,0.657,-14.282,-3.967,35.461
0.220,-0.786,0.657,-16.663,-1.587,40.466
0.217,-0.768,0.650,-16.418,1.404,41.382
0.232,-0.765,0.634,-16.846,1.953,39.612
0.256,-0.776,0.631,-17.273,0.488,36.377
0.289,-0.813,0.622,-17.212,-0.793,33.325
0.303,-0.843,0.624,-17.639,-0.977,33.569
0.322,-0.864,0.623,-18.799,0.061,35.767
0.342,-0.893,0.611,-21.301,0.793,38.574
0.354,-0.868,0.621,-26.794,-2.136,41.382
0.338,-0.827,0.629,-34.119,-8.301,42.786
0.308,-0.778,0.648,-41.321,-14.404,44.250
0.274,-0.725,0.672,-44.922,-17.151,45.959
0.255,-0.694,0.672,-45.410,-15.198,46.692
0.244,-0.678,0.666,-43.152,-11.292,47.119
0.240,-0.677,0.670,-38.574,-7.507,46.814
0.260,-0.695,0.672,-33.997,-3.845,44.800
0.320,-0.755,0.655,-31.250,-0.977,41.443
0.368,-0.827,0.642,-33.325,-2.136,40.405
0.354,-0.833,0.670,-39.246,-8.240,42.603
0.313,-0.792,0.711,-44.800,-12.939,46.326
0.284,-0.759,0.722,-49.805,-12.024,49.805
0.283,-0.686,0.741,-52.368,-8.179,52.612
0.275,-0.625,0.736,-51.636,-3.662,53.467
0.281,-0.582,0.715,-50.476,0.122,53.894
0.297,-0.563,0.684,-47.607,3.357,53.345
0.212,1.139,1.314,149.475,27.283,-95.459
0.210,1.282,1.430,168.884,28.259,-103.455
0.245,1.471,1.609,187.195,27.283,-108.521
0.244,1.698,1.835,197.937,29.236,-111.145
0.211,1.915,1.984,205.139,34.546,-110.474
0.138,2.112,2.059,216.248,40.405,-112.671
0.073,2.331,2.041,231.506,50.537,-122.742
0.000,2.481,1.875,248.535,63.232,-138.977
-0.071,2.629,1.685,264.221,64.209,-153.870
-0.310,2.818,1.501,275.452,52.063,-164.001
-0.619,2.754,1.172,287.537,38.513,-169.189
-0.927,2.324,0.770,308.228,36.316,-179.016
-1.017,1.639,0.395,325.623,40.771,-208.069
-0.958,0.849,-0.077,315.430,36.316,-255.676
-0.689,-0.082,-0.744,285.400,16.235,-300.354
-0.389,-0.991,-1.384,255.310,-20.447,-315.674
-0.413,-1.827,-1.779,239.746,-60.852,-285.339
-0.364,-2.330,-2.027,240.173,-67.749,-213.928
-0.461,-2.379,-2.177,246.094,-44.434,-149.109
-0.656,-2.380,-2.132,262.512,-18.066,-126.587
-0.916,-2.544,-1.905,273.621,-6.897,-150.269
-1.037,-3.008,-1.524,262.634,-15.808,-210.815
-1.064,-3.398,-0.964,235.657,-26.184,-265.259
-0.741,-3.576,-0.438,207.886,-7.263,-268.127
-0.101,-3.307,-0.092,180.969,48.584,-207.214
0.563,-2.740,-0.176,142.517,112.488,-112.061
0.988,-2.106,-0.420,97.900,139.526,-24.719
1.117,-1.680,-0.611,56.091,119.385,19.592
0.953,-1.483,-0.581,20.447,71.472,17.883
0.682,-1.395,-0.362,0.122,24.170,-1.831
0.329,-1.353,-0.083,-9.155,-5.920,-13.916
0.012,-1.320,0.108,-13.855,-18.616,-7.629
-0.160,-1.224,0.182,-17.517,-15.381,7.568
-0.205,-1.070,0.172,-20.508,-7.324,17.456
-0.203,-0.912,0.155,-22.156,-2.930,17.578
-0.156,-0.786,0.128,-20.386,-0.305,12.329
-0.050,-0.712,0.088,-17.578,2.991,8.362
0.079,-0.686,0.060,-13.672,3.357,1.770
0.182,-0.779,0.050,-11.841,-3.723,-9.949
0.183,-0.945,0.126,-10.254,-17.151,-19.897
0.105,-1.103,0.266,-7.812,-27.161,-19.592
-0.011,-1.156,0.403,-6.409,-26.001,-6.042
-0.098,-1.096,0.458,-7.202,-15.320,15.442
-0.153,-0.930,0.454,-9.949,-3.113,37.537
-0.168,-0.728,0.403,-12.939,6.714,51.453
-0.121,-0.566,0.313,-16.541,12.573,52.673
-0.070,-0.511,0.299,-12.878,7.263,38.086
-0.025,-0.631,0.308,-7.324,-3.601,14.709
0.028,-0.834,0.351,-1.038,-10.986,-7.385
0.086,-1.045,0.413,7.629,-13.428,-18.921
0.108,-1.206,0.510,13.916,-13.916,-14.221
0.067,-1.245,0.578,13.916,-11.719,1.221
0.018,-1.168,0.581,7.935,-6.958,20.264
-0.006,-1.026,0.520,-0.244,-0.183,36.621
-0.065,-0.900,0.466,-5.859,2.747,45.532
-0.087,-0.827,0.433,-8.667,2.319,39.307
-0.040,-0.816,0.395,-11.108,0.122,18.799
-0.001,-0.863,0.384,-9.888,-4.333,-1.648
0.031,-0.941,0.430,-2.869,-6.226,-10.681
0.054,-1.012,0.465,4.944,-2.747,-8.118
0.056,-1.054,0.497,8.789,0.183,1.160
0.027,-1.056,0.512,8.301,0.244,11.292
0.010,-1.035,0.510,4.639,0.488,20.569
-0.009,-1.010,0.497,0.793,2.075,27.100
0.004,-0.984,0.476,-2.747,4.700,31.189
0.021,-0.969,0.446,-6.592,6.104,31.006
0.047,-0.965,0.437,-10.132,5.188,26.733
0.070,-0.959,0.418,-13.428,2.930,20.569
0.092,-0.940,0.389,-14.526,0.610,16.357
0.102,-0.927,0.375,-11.719,-1.099,15.137
0.095,-0.928,0.391,-7.507,-1.404,16.113
0.063,-0.936,0.417,-5.127,-2.014,19.165
0.020,-0.934,0.450,-4.150,-2.808,23.010
-0.014,-0.943,0.464,-4.211,-1.892,26.978
-0.035,-0.952,0.467,-4.883,0.793,29.846
-0.016,-0.956,0.458,-6.165,3.906,30.212
0.022,-0.974,0.432,-9.827,5.127,26.367
0.080,-1.011,0.410,-14.954,3.601,19.104
0.136,-1.045,0.388,-19.714,0.427,13.306
0.197,-1.057,0.371,-21.118,-2.502,13.306
0.230,-1.063,0.349,-21.118,-4.883,18.860
0.219,-1.051,0.359,-21.179,-8.484,28.137
0.163,-1.023,0.391,-21.423,-12.878,37.537
0.100,-1.019,0.408,-22.339,-15.259,45.654
0.059,-1.011,0.432,-24.048,-15.991,50.598
0.021,-0.998,0.462,-26.611,-14.282,52.246
0.010,-0.972,0.481,-31.006,-11.536,52.185
0.019,-0.924,0.488,-37.231,-9.766,50.354
0.042,-0.900,0.457,-43.762,-9.583,46.387
0.061,-0.910,0.412,-48.889,-11.841,41.199
0.078,-0.930,0.387,-49.255,-13.733,38.025
0.109,-0.956,0.392,-46.021,-13.550,40.100
0.117,-0.963,0.427,-41.931,-12.939,45.898
0.102,-0.945,0.485,-37.903,-11.353,53.223
0.109,-0.912,0.514,-35.767,-8.057,59.448
0.118,-0.882,0.502,-37.231,-5.859,62.561
0.116,-0.866,0.484,-41.565,-7.629,61.523
0.103,-0.870,0.469,-46.021,-11.841,56.946
0.082,-0.904,0.470,-48.523,-14.526,52.307
0.091,-0.938,0.480,-48.706,-13.550,49.683
0.109,-0.960,0.482,-48.767,-10.559,48.889
0.145,-0.946,0.492,-49.316,-7.874,50.781
0.197,-0.893,0.519,-49.377,-5.371,53.772
0.224,-0.863,0.512,-48.767,-3.723,56.824
0.226,-0.864,0.497,-49.500,-4.639,59.143
0.221,-0.852,0.501,-49.377,-7.324,59.143
0.195,-0.844,0.510,-49.133,-8.850,57.922
0.179,-0.831,0.515,-48.645,-8.240,57.617
0.202,-0.774,0.551,-46.997,-5.127,57.922
0.237,-0.714,0.572,-44.312,-0.488,57.678
0.269,-0.687,0.566,-42.969,2.502,57.373
0.289,-0.702,0.542,-42.969,0.427,57.190
0.277,-0.737,0.537,-42.175,-4.883,55.725
0.273,-0.784,0.552,-40.894,-9.521,52.917
0.293,-0.805,0.593,-40.955,-12.329,48.706
0.310,-0.818,0.633,-42.664,-14.038,46.265
0.337,-0.777,0.698,-44.434,-14.832,47.607
0.348,-0.734,0.718,-45.166,-12.634,51.331
0.340,-0.692,0.707,-46.021,-9.583,57.190
0.148,0.901,1.734,227.234,39.246,-141.663
0.161,0.928,1.903,235.962,46.265,-135.559
0.093,1.081,2.132,240.051,54.260,-119.873
0.013,1.328,2.288,237.976,64.758,-97.778
-0.150,1.619,2.182,223.999,72.449,-82.458
-0.437,1.884,1.785,205.078,67.017,-82.886
-0.786,1.899,1.155,189.514,52.979,-98.389
-1.153,1.561,0.556,190.430,44.373,-130.859
-1.148,0.853,-0.015,201.355,45.471,-176.941
-0.941,0.064,-0.550,196.594,40.283,-232.666
-0.780,-0.665,-1.019,179.443,11.902,-281.921
-0.669,-1.370,-1.469,161.560,-22.766,-293.945
-0.669,-1.874,-2.001,143.372,-42.053,-257.812
-0.816,-2.130,-2.622,141.663,-41.870,-190.002
-0.980,-2.304,-2.887,176.575,-26.306,-126.770
-1.064,-2.665,-2.684,227.478,3.723,-104.614
-1.082,-3.105,-2.182,265.137,36.560,-121.582
-0.919,-3.572,-1.542,271.057,63.354,-157.837
-0.476,-3.773,-0.857,246.826,89.050,-184.875
0.281,-3.588,-0.343,202.209,117.249,-181.702
1.080,-3.090,-0.223,139.099,136.841,-148.865
1.479,-2.478,-0.371,73.853,131.287,-95.032
1.438,-2.036,-0.504,29.419,99.182,-28.320
1.158,-1.786,-0.522,6.897,56.763,28.931
0.614,-1.613,-0.372,-5.920,15.015,61.401
-0.030,-1.462,-0.101,-12.268,-16.541,71.106
-0.440,-1.308,0.110,-19.653,-26.855,65.063
-0.563,-1.094,0.217,-31.128,-22.217,46.204
-0.459,-0.937,0.182,-43.091,-15.991,21.057
-0.313,-0.843,0.123,-52.490,-17.212,-1.282
-0.203,-0.807,0.091,-53.467,-21.912,-12.024
-0.145,-0.822,0.052,-45.959,-20.203,-6.592
-0.060,-0.841,0.077,-32.837,-10.925,7.874
-0.018,-0.908,0.110,-16.418,-6.348,24.292
0.013,-0.980,0.146,-7.446,-4.150,32.593
0.020,-1.069,0.193,-2.075,-4.517,27.100
0.009,-1.129,0.252,-5.676,-7.568,16.663
-0.003,-1.158,0.330,-13.672,-15.747,9.033
-0.044,-1.150,0.385,-22.034,-22.034,7.202
-0.075,-1.111,0.392,-29.236,-22.461,13.794
-0.090,-1.047,0.381,-31.860,-16.846,25.574
-0.093,-0.971,0.380,-28.381,-8.545,37.476
-0.085,-0.888,0.364,-23.071,-1.404,45.898
-0.062,-0.841,0.319,-18.616,2.136,47.363
-0.034,-0.835,0.306,-13.733,0.244,40.771
-0.016,-0.884,0.323,-8.423,-3.418,31.067
-0.020,-0.943,0.359,-3.601,-6.592,25.330
-0.060,-0.991,0.419,-0.793,-9.888,23.499
-0.100,-1.034,0.441,-1.648,-11.169,23.132
-0.119,-1.062,0.445,-3.784,-9.705,22.766
-0.108,-1.056,0.446,-5.676,-7.263,21.851
-0.089,-1.042,0.439,-8.484,-6.287,19.775
-0.073,-1.034,0.420,-12.817,-6.409,19.104
-0.060,-1.003,0.401,-15.137,-5.493,20.752
-0.040,-0.968,0.375,-15.259,-3.052,23.560
-0.020,-0.947,0.355,-14.404,-1.709,25.208
-0.022,-0.951,0.348,-14.404,-2.197,25.452
-0.044,-0.959,0.355,-14.465,-3.052,25.757
-0.033,-0.969,0.351,-13.672,-2.869,26.489
-0.023,-0.982,0.355,-14.282,-3.235,27.039
-0.027,-0.987,0.367,-17.212,-5.005,27.100
-0.016,-0.962,0.383,-20.142,-6.348,26.611
-0.012,-0.930,0.403,-22.278,-6.348,26.550
-0.012,-0.917,0.387,-24.353,-6.042,26.672
-0.011,-0.901,0.371,-25.513,-6.714,25.574
-0.030,-0.877,0.379,-24.353,-7.507,23.437
-0.035,-0.867,0.390,-22.522,-7.507,21.667
-0.037,-0.871,0.390,-20.264,-6.042,20.386
-0.040,-0.881,0.396,-16.235,-3.845,20.691
-0.029,-0.911,0.395,-13.062,-0.244,21.729
0.005,-0.931,0.400,-12.878,2.380,22.400
0.040,-0.956,0.409,-14.465,2.747,21.179
0.068,-1.011,0.418,-17.883,1.770,19.287
0.110,-1.072,0.428,-22.217,-0.305,21.057
0.101,-1.099,0.432,-26.001,-2.930,25.940
0.087,-1.093,0.418,-28.015,-4.333,33.630
0.078,-1.073,0.393,-27.466,-3.967,42.786
0.074,-1.047,0.363,-26.733,-2.380,51.025
0.080,-1.012,0.356,-26.001,-1.282,56.091
0.082,-1.001,0.366,-26.367,-1.038,56.274
0.101,-1.003,0.381,-30.396,-1.831,51.392
0.125,-1.012,0.374,-37.598,-5.432,43.091
0.142,-1.049,0.358,-44.800,-11.108,36.194
0.138,-1.076,0.365,-49.988,-17.639,34.973
0.105,-1.078,0.377,-52.185,-21.362,39.917
0.083,-1.066,0.381,-52.856,-20.203,49.561
0.064,-1.031,0.383,-53.284,-16.113,59.998
0.093,-0.954,0.417,-52.795,-11.169,67.566
0.108,-0.893,0.449,-51.270,-7.019,70.435
0.107,-0.890,0.448,-53.345,-6.226,69.763
0.112,-0.901,0.434,-58.350,-8.728,65.491
0.096,-0.914,0.417,-62.683,-12.695,58.594
0.092,-0.922,0.418,-63.599,-15.076,52.917
0.108,-0.899,0.447,-60.547,-14.526,50.781
0.130,-0.871,0.493,-55.908,-11.841,52.124
0.155,-0.835,0.525,-52.185,-8.972,55.786
0.172,-0.819,0.536,-49.805,-7.629,59.204
0.176,-0.836,0.527,-49.622,-9.033,60.181
0.176,-0.868,0.525,-50.537,-12.817,58.411
0.171,-0.896,0.560,-52.429,-16.724,54.443
0.170,-0.903,0.603,-53.711,-17.822,51.086
0.188,-0.928,0.599,-56.641,-15.503,51.270
0.190,-0.935,0.591,-61.340,-14.832,54.199
0.201,-0.908,0.596,-65.491,-15.747,56.030
0.233,-0.873,0.598,-67.505,-14.587,56.030
0.261,-0.829,0.598,-68.909,-12.817,56.519
0.268,-0.780,0.613,-66.711,-12.085,58.533
0.251,-0.752,0.629,-62.622,-11.230,63.171
0.241,-0.739,0.651,-58.105,-9.705,69.275
0.210,-0.715,0.673,-55.115,-8.667,73.547
0.180,-0.698,0.677,-54.810,-7.202,76.233
0.180,-0.666,0.702,-55.054,-5.371,75.378
0.213,-0.639,0.721,-55.176,-2.197,70.190
0.243,-0.618,0.718,-57.251,-1.038,63.660
0.280,-0.584,0.720,-59.143,-3.906,58.044
0.286,-0.579,0.722,-59.753,-8.972,53.772
0.268,-0.579,0.731,-59.998,-15.198,52.246
0.242,-0.559,0.747,-58.411,-19.409,51.331
0.240,-0.533,0.763,-55.969,-19.470,51.514
-0.337,1.256,1.598,45.471,15.808,-5.920
-0.484,1.538,1.786,61.462,21.606,-8.057
-0.680,1.825,1.988,77.698,34.546,-10.010
-0.865,2.077,2.119,95.642,54.382,-8.972
-0.976,2.329,2.146,114.075,80.139,-7.996
-1.055,2.537,2.002,128.967,104.736,-13.062
-1.156,2.720,1.758,140.320,121.216,-26.550
-1.291,2.916,1.448,151.062,126.404,-51.697
-1.445,3.071,1.051,166.443,121.887,-91.736
-1.488,2.906,0.547,198.669,117.126,-145.203
-1.255,2.262,-0.028,242.493,113.708,-207.764
-0.878,1.148,-0.568,281.189,97.595,-266.968
-0.441,-0.098,-0.952,302.124,65.247,-300.415
-0.070,-1.147,-1.211,296.387,22.217,-304.932
-0.158,-1.603,-1.331,267.395,-21.851,-293.518
-0.477,-1.834,-1.594,242.065,-44.556,-272.949
-0.613,-2.048,-2.031,250.610,-25.818,-245.117
-0.677,-2.372,-2.297,291.809,15.625,-219.055
-0.663,-2.884,-2.219,338.257,39.673,-210.999
-0.643,-3.408,-1.858,353.516,34.058,-236.816
-0.541,-3.927,-1.317,336.548,13.367,-286.316
-0.424,-4.000,-0.529,304.993,0.854,-319.153
-0.044,-4.000,0.163,261.658,27.466,-300.659
0.540,-3.772,0.428,205.811,93.750,-217.163
1.224,-3.060,0.197,141.968,166.931,-90.332
1.612,-2.304,-0.094,86.060,198.120,24.963
1.659,-1.666,-0.337,36.072,171.387,86.487
1.265,-1.190,-0.441,-14.954,98.511,88.501
0.706,-0.898,-0.405,-47.424,10.010,54.993
0.095,-0.876,-0.183,-49.927,-53.528,14.832
-0.278,-0.981,0.145,-30.945,-76.294,-9.094
-0.455,-1.062,0.388,-16.785,-66.895,-14.099
-0.469,-1.072,0.456,-15.930,-46.387,-7.446
-0.433,-0.977,0.394,-23.437,-26.917,3.662
-0.391,-0.834,0.324,-28.687,-15.442,12.695
-0.275,-0.712,0.287,-26.917,-7.629,16.541
-0.136,-0.664,0.233,-22.949,-2.869,13.550
-0.047,-0.687,0.214,-15.625,-5.066,7.507
0.077,-0.786,0.248,-6.897,-5.310,1.099
0.080,-0.937,0.339,0.488,-14.160,-3.235
0.065,-1.062,0.427,1.465,-24.597,0.061
-0.034,-1.105,0.514,-0.366,-21.606,7.935
-0.114,-1.009,0.581,-1.709,-8.423,22.339
-0.137,-0.858,0.547,-5.188,4.089,38.940
-0.138,-0.704,0.493,-8.789,11.230,46.387
-0.101,-0.590,0.446,-7.996,13.367,41.443
-0.055,-0.590,0.400,-3.723,9.460,27.466
-0.018,-0.682,0.437,5.798,0.122,9.338
0.007,-0.818,0.514,15.015,-6.836,-4.395
0.010,-0.950,0.582,18.982,-10.193,-8.911
0.004,-1.018,0.639,19.897,-10.254,-5.798
-0.017,-1.062,0.662,19.165,-6.653,2.991
-0.051,-1.068,0.669,15.137,-1.709,14.893
-0.093,-1.021,0.672,8.179,1.770,23.682
-0.083,-0.981,0.646,0.793,3.906,24.231
-0.037,-0.964,0.606,-4.944,4.822,19.958
0.018,-0.961,0.581,-8.667,3.967,15.015
0.064,-0.965,0.555,-10.742,3.479,12.512
0.103,-0.980,0.521,-10.376,3.601,14.038
0.119,-0.977,0.527,-7.935,2.563,18.250
0.080,-0.951,0.545,-6.592,0.732,21.729
0.026,-0.917,0.551,-7.019,-0.671,24.231
-0.025,-0.892,0.539,-8.240,-0.610,26.428
-0.065,-0.867,0.533,-8.606,0.305,28.259
-0.074,-0.845,0.539,-7.935,1.343,27.710
-0.067,-0.838,0.534,-8.667,2.380,24.719
-0.050,-0.851,0.517,-9.399,2.686,21.301
-0.023,-0.878,0.512,-8.911,3.540,18.250
0.018,-0.915,0.514,-8.118,4.639,16.357
0.044,-0.944,0.525,-8.728,4.333,15.137
0.056,-0.968,0.536,-10.010,2.441,14.648
0.067,-0.989,0.546,-12.146,1.343,16.052
0.065,-1.000,0.545,-15.137,1.648,19.470
0.077,-0.992,0.538,-18.372,2.747,22.949
